"","variety","country","points","price","province","region_1","title","winery","word","n","year"
"174","Red Blend","Italy",87,16,"Tuscany","Toscana","Madonna Alta 2014 Nativo Red (Toscana)","Madonna Alta","merlot",1918,"2014"
"175","Red Blend","Italy",87,16,"Tuscany","Toscana","Madonna Alta 2014 Nativo Red (Toscana)","Madonna Alta","cherry",3564,"2014"
"176","Red Blend","Italy",87,16,"Tuscany","Toscana","Madonna Alta 2014 Nativo Red (Toscana)","Madonna Alta","smooth",648,"2014"
"177","Red Blend","Italy",87,30,"Tuscany","Toscana","Marchesi de' Frescobaldi 2014 Castiglioni Red (Toscana)","Marchesi de' Frescobaldi","spice",2088,"2014"
"178","Red Blend","Italy",87,30,"Tuscany","Toscana","Ornellaia 2014 Le Volte Red (Toscana)","Ornellaia","herb",661,"2014"
"179","Red Blend","Italy",87,30,"Tuscany","Toscana","Ornellaia 2014 Le Volte Red (Toscana)","Ornellaia","coffee",620,"2014"
"180","Red Blend","Italy",87,30,"Tuscany","Toscana","Ornellaia 2014 Le Volte Red (Toscana)","Ornellaia","bright",586,"2014"
"181","Red Blend","Italy",87,15,"Tuscany","Toscana","Podere Ciona 2014 Semifonte Red (Toscana)","Podere Ciona","plum",1915,"2014"
"182","Red Blend","Italy",87,15,"Tuscany","Toscana","Podere Ciona 2014 Semifonte Red (Toscana)","Podere Ciona","clove",670,"2014"
"183","Red Blend","Italy",87,80,"Tuscany","Toscana","Tenuta Forconi 2013 Toscano Red (Toscana)","Tenuta Forconi","leather",842,"2013"
"184","Red Blend","Chile",91,29,"Aconcagua Valley","","Conde de Velázquez 2012 Condesa Real Premium Blend Red (Aconcagua Valley)","Conde de Velázquez","syrah",1745,"2012"
"185","Red Blend","Chile",91,29,"Aconcagua Valley","","Conde de Velázquez 2012 Condesa Real Premium Blend Red (Aconcagua Valley)","Conde de Velázquez","fruits",499,"2012"
"186","Red Blend","Chile",91,29,"Aconcagua Valley","","Conde de Velázquez 2012 Condesa Real Premium Blend Red (Aconcagua Valley)","Conde de Velázquez","herbal",551,"2012"
"187","Red Blend","Chile",88,50,"Maipo Valley","","TerraMater 2006 Unusual Cabernet-Shiraz-Zinfandel Red (Maipo Valley)","TerraMater","firm",876,"2006"
"188","Red Blend","Chile",88,50,"Maipo Valley","","TerraMater 2006 Unusual Cabernet-Shiraz-Zinfandel Red (Maipo Valley)","TerraMater","cassis",569,"2006"
"189","Red Blend","Chile",88,50,"Maipo Valley","","TerraMater 2006 Unusual Cabernet-Shiraz-Zinfandel Red (Maipo Valley)","TerraMater","rich",772,"2006"
"190","Red Blend","Italy",87,26,"Southern Italy","Campania","Fattoria Alois 2007 Campole Red (Campania)","Fattoria Alois","chocolate",1061,"2007"
"191","Red Blend","Italy",87,20,"Veneto","Rosso del Veronese","Aldegheri 2003 Le Pietre Santambrogio Red (Rosso del Veronese)","Aldegheri","sweet",713,"2003"
"192","Red Blend","US",90,48,"California","Paso Robles","MCV 2014 1105 Red (Paso Robles)","MCV","lead",626,"2014"
"193","Red Blend","Spain",85,13,"Northern Spain","Vino de la Tierra de Castilla y León","J. & F. Lurton 2007 Herederos de François Lurton Villafrance de Duero Red (Vino de la Tierra de Castilla y León)","J. & F. Lurton","raspberry",919,"2007"
"194","Red Blend","Argentina",89,37,"Mendoza Province","","Algodon 2008 Estate Blend Gran Reserva Red","Algodon","tannic",588,"2008"
"195","Red Blend","US",89,39,"California","Napa Valley","Beaver Creek 2008 Fairytale Red (Napa Valley)","Beaver Creek","earthy",499,"2008"
"196","Red Blend","Italy",92,41,"Tuscany","Toscana","I Giusti e Zanza 2009 Dulcamara Red (Toscana)","I Giusti e Zanza","white",521,"2009"
"197","Red Blend","US",93,54,"California","Templeton Gap District","ONX 2013 Reckoning Red (Templeton Gap District)","ONX","fresh",796,"2013"
"198","Red Blend","Spain",87,35,"Northern Spain","Navarra","Príncipe de Viana 2008 Reserva 1423 Red (Navarra)","Príncipe de Viana","juicy",839,"2008"
"199","Red Blend","Italy",90,70,"Tuscany","Colli della Toscana Centrale","Castello di Querceto 2010 Cignale Red (Colli della Toscana Centrale)","Castello di Querceto","dried",839,"2010"
"200","Red Blend","Italy",91,35,"Tuscany","Morellino di Scansano","Poggio Argentiera 2012 Capatosta  (Morellino di Scansano)","Poggio Argentiera","savory",462,"2012"
"201","Bordeaux-style Red Blend","US",86,46,"Washington","Columbia Valley (WA)","Basel Cellars 2013 Inspired Red (Columbia Valley (WA))","Basel Cellars","merlot",1469,"2013"
"202","Bordeaux-style Red Blend","US",86,46,"Washington","Columbia Valley (WA)","Basel Cellars 2013 Inspired Red (Columbia Valley (WA))","Basel Cellars","cabernet",1676,"2013"
"203","Bordeaux-style Red Blend","US",86,46,"Washington","Columbia Valley (WA)","Basel Cellars 2013 Inspired Red (Columbia Valley (WA))","Basel Cellars","franc",997,"2013"
"204","Bordeaux-style Red Blend","US",86,46,"Washington","Columbia Valley (WA)","Basel Cellars 2013 Inspired Red (Columbia Valley (WA))","Basel Cellars","wood",978,"2013"
"205","Bordeaux-style Red Blend","US",86,46,"Washington","Columbia Valley (WA)","Basel Cellars 2013 Inspired Red (Columbia Valley (WA))","Basel Cellars","spice",732,"2013"
"206","Bordeaux-style Red Blend","US",86,46,"Washington","Columbia Valley (WA)","Basel Cellars 2013 Inspired Red (Columbia Valley (WA))","Basel Cellars","cherry",758,"2013"
"207","Bordeaux-style Red Blend","US",86,75,"California","Napa Valley","Mulvane Wine Co. 2013 The Cypher Red (Napa Valley)","Mulvane Wine Co.","malbec",476,"2013"
"208","Bordeaux-style Red Blend","US",86,75,"California","Napa Valley","Mulvane Wine Co. 2013 The Cypher Red (Napa Valley)","Mulvane Wine Co.","juicy",874,"2013"
"209","Bordeaux-style Red Blend","US",86,75,"California","Napa Valley","Mulvane Wine Co. 2013 The Cypher Red (Napa Valley)","Mulvane Wine Co.","generous",283,"2013"
"210","Bordeaux-style Red Blend","US",88,75,"California","Napa Valley","Soquel Vineyards 2013 Intreccio Library Selection Red (Napa Valley)","Soquel Vineyards","bordeaux",731,"2013"
"211","Bordeaux-style Red Blend","US",88,75,"California","Napa Valley","Soquel Vineyards 2013 Intreccio Library Selection Red (Napa Valley)","Soquel Vineyards","soft",590,"2013"
"212","Bordeaux-style Red Blend","US",88,75,"California","Napa Valley","Soquel Vineyards 2013 Intreccio Library Selection Red (Napa Valley)","Soquel Vineyards","core",347,"2013"
"213","Bordeaux-style Red Blend","US",88,75,"California","Napa Valley","Soquel Vineyards 2013 Intreccio Library Selection Red (Napa Valley)","Soquel Vineyards","fruity",622,"2013"
"214","Bordeaux-style Red Blend","US",87,18,"California","Paso Robles","Pull 2012 BDX Red (Paso Robles)","Pull","sauvignon",1368,"2012"
"215","Bordeaux-style Red Blend","South Africa",91,25,"Stellenbosch","","Camberley 2004 Philosophers' Stone Red (Stellenbosch)","Camberley","black",2080,"2004"
"216","Bordeaux-style Red Blend","South Africa",91,25,"Stellenbosch","","Camberley 2004 Philosophers' Stone Red (Stellenbosch)","Camberley","dark",790,"2004"
"217","Bordeaux-style Red Blend","South Africa",91,25,"Stellenbosch","","Camberley 2004 Philosophers' Stone Red (Stellenbosch)","Camberley","plum",556,"2004"
"218","Bordeaux-style Red Blend","France",91,50,"Bordeaux","Saint-Émilion","Lassègue 2003  Saint-Émilion","Lassègue","fruit",2412,"2003"
"219","Bordeaux-style Red Blend","Israel",90,80,"Galilee","","Or Haganuz 2014 French Blend Red (Galilee)","Or Haganuz","blackberry",841,"2014"
"220","Bordeaux-style Red Blend","Israel",90,80,"Galilee","","Or Haganuz 2014 French Blend Red (Galilee)","Or Haganuz","chocolate",488,"2014"
"221","Bordeaux-style Red Blend","Israel",90,80,"Galilee","","Or Haganuz 2014 French Blend Red (Galilee)","Or Haganuz","tannins",2862,"2014"
"222","Bordeaux-style Red Blend","US",85,18,"Virginia","Monticello","Autumn Hill 2007 Petit Verdot-Merlot Red (Monticello)","Autumn Hill","petit",577,"2007"
"223","Bordeaux-style Red Blend","US",85,18,"Virginia","Monticello","Autumn Hill 2007 Petit Verdot-Merlot Red (Monticello)","Autumn Hill","verdot",580,"2007"
"224","Bordeaux-style Red Blend","US",85,18,"Virginia","Monticello","Autumn Hill 2007 Petit Verdot-Merlot Red (Monticello)","Autumn Hill","berry",748,"2007"
"225","Bordeaux-style Red Blend","France",89,20,"Bordeaux","Graves","Château de Callac 2011  Graves","Château de Callac","smooth",339,"2011"
"226","Bordeaux-style Red Blend","France",89,20,"Bordeaux","Graves","Château de Callac 2011  Graves","Château de Callac","currant",980,"2011"
"227","Bordeaux-style Red Blend","France",89,20,"Bordeaux","Graves","Château de Callac 2011  Graves","Château de Callac","fruits",1327,"2011"
"228","Bordeaux-style Red Blend","France",89,20,"Bordeaux","Graves","Château de Callac 2011  Graves","Château de Callac","ripe",1511,"2011"
"229","Bordeaux-style Red Blend","France",89,20,"Bordeaux","Graves","Château de Callac 2011  Graves","Château de Callac","fresh",519,"2011"
"230","Bordeaux-style Red Blend","France",89,20,"Bordeaux","Graves","Château de Callac 2011  Graves","Château de Callac","tannic",424,"2011"
"231","Bordeaux-style Red Blend","US",89,54,"California","Alexander Valley","Trione 2012 Henry's Blend Red (Alexander Valley)","Trione","concentrated",409,"2012"
"232","Bordeaux-style Red Blend","France",92,65,"Bordeaux","Pomerol","Château Vray Croix de Gay 2010  Pomerol","Château Vray Croix de Gay","rich",1064,"2010"
"233","Bordeaux-style Red Blend","France",92,65,"Bordeaux","Pomerol","Château Vray Croix de Gay 2010  Pomerol","Château Vray Croix de Gay","2017",360,"2010"
"234","Bordeaux-style Red Blend","France",89,14,"Bordeaux","Bordeaux Supérieur","Château Bois Chantant 2015  Bordeaux Supérieur","Château Bois Chantant","solid",353,"2015"
"235","Bordeaux-style Red Blend","France",89,14,"Bordeaux","Bordeaux Supérieur","Château Bois Chantant 2015  Bordeaux Supérieur","Château Bois Chantant","2018",512,"2015"
"236","Bordeaux-style Red Blend","France",89,14,"Bordeaux","Bordeaux Supérieur","Château de l'Aubrade 2015  Bordeaux Supérieur","Château de l'Aubrade","attractive",357,"2015"
"237","Bordeaux-style Red Blend","France",89,14,"Bordeaux","Bordeaux Supérieur","Château de l'Aubrade 2015  Bordeaux Supérieur","Château de l'Aubrade","aging",696,"2015"
"238","Bordeaux-style Red Blend","France",89,14,"Bordeaux","Bordeaux Supérieur","Château de l'Aubrade 2015  Bordeaux Supérieur","Château de l'Aubrade","2019",302,"2015"
"239","Bordeaux-style Red Blend","France",89,15,"Bordeaux","Bordeaux","Château Maison Noble Saint Martin 2015 Château Jean de Bel Air  (Bordeaux)","Château Maison Noble Saint Martin","dense",600,"2015"
"240","Bordeaux-style Red Blend","France",90,30,"Bordeaux","Médoc","Bernard Magrez 2012 La Sérénité des Grands Chênes  (Médoc)","Bernard Magrez","potential",274,"2012"
"241","Bordeaux-style Red Blend","France",90,30,"Bordeaux","Médoc","Bernard Magrez 2012 La Sérénité des Grands Chênes  (Médoc)","Bernard Magrez","fruitiness",326,"2012"
"242","Bordeaux-style Red Blend","France",90,35,"Bordeaux","Saint-Émilion","Château Corbin 2014 Divin de Corbin  (Saint-Émilion)","Château Corbin","firm",1008,"2014"
"243","Bordeaux-style Red Blend","France",90,35,"Bordeaux","Saint-Émilion","Château Corbin 2014 Divin de Corbin  (Saint-Émilion)","Château Corbin","develop",277,"2014"
"244","Bordeaux-style Red Blend","France",90,45,"Bordeaux","Haut-Médoc","Château Haut-Logat 2014  Haut-Médoc","Château Haut-Logat","weight",281,"2014"
"245","Bordeaux-style Red Blend","France",90,35,"Bordeaux","Saint-Estèphe","Château Bel-Air Ortet 2009  Saint-Estèphe","Château Bel-Air Ortet","sweet",338,"2009"
"246","Bordeaux-style Red Blend","US",90,58,"Washington","Columbia Valley (WA)","Bergevin Lane 2008 Stone Tree Vineyard Intuition Reserve Red (Columbia Valley (WA))","Bergevin Lane","cassis",328,"2008"
"247","Bordeaux-style Red Blend","France",87,15,"Bordeaux","Bordeaux","Château Saintongey 2014 Vieilles Vignes  (Bordeaux)","Château Saintongey","smoky",376,"2014"
"248","Bordeaux-style Red Blend","France",87,18,"Bordeaux","Blaye Côtes de Bordeaux","Château Cap Saint-Martin 2014  Blaye Côtes de Bordeaux","Château Cap Saint-Martin","bright",285,"2014"
"249","Bordeaux-style Red Blend","France",88,26,"Southwest France","Montravel","Château Puy-Servain 2003 Vieilles Vignes  (Montravel)","Château Puy-Servain","vintage",371,"2003"
"250","Bordeaux-style Red Blend","France",88,45,"Bordeaux","Haut-Médoc","Château Balac 2012 Cru Bourgeois  (Haut-Médoc)","Château Balac","light",331,"2012"
"251","Riesling","US",87,13,"Michigan","Lake Michigan Shore","St. Julian 2013 Reserve Late Harvest Riesling (Lake Michigan Shore)","St. Julian","pineapple",303,"2013"
"252","Riesling","US",87,13,"Michigan","Lake Michigan Shore","St. Julian 2013 Reserve Late Harvest Riesling (Lake Michigan Shore)","St. Julian","lemon",1552,"2013"
"253","Riesling","US",87,13,"Michigan","Lake Michigan Shore","St. Julian 2013 Reserve Late Harvest Riesling (Lake Michigan Shore)","St. Julian","orange",531,"2013"
"254","Riesling","US",87,13,"Michigan","Lake Michigan Shore","St. Julian 2013 Reserve Late Harvest Riesling (Lake Michigan Shore)","St. Julian","honey",749,"2013"
"255","Riesling","US",87,13,"Michigan","Lake Michigan Shore","St. Julian 2013 Reserve Late Harvest Riesling (Lake Michigan Shore)","St. Julian","slightly",315,"2013"
"256","Riesling","Germany",87,24,"Mosel","","Richard Böcking 2013 Devon Riesling (Mosel)","Richard Böcking","zesty",496,"2013"
"257","Riesling","Germany",87,24,"Mosel","","Richard Böcking 2013 Devon Riesling (Mosel)","Richard Böcking","apple",1163,"2013"
"258","Riesling","Germany",87,24,"Mosel","","Richard Böcking 2013 Devon Riesling (Mosel)","Richard Böcking","mineral",724,"2013"
"259","Riesling","Germany",87,24,"Mosel","","Richard Böcking 2013 Devon Riesling (Mosel)","Richard Böcking","riesling",2098,"2013"
"260","Riesling","Germany",87,24,"Mosel","","Richard Böcking 2013 Devon Riesling (Mosel)","Richard Böcking","refreshing",406,"2013"
"261","Riesling","US",86,13,"California","Lake County","The White Knight 2011 Riesling (Lake County)","The White Knight","sweet",1050,"2011"
"262","Riesling","US",86,13,"California","Lake County","The White Knight 2011 Riesling (Lake County)","The White Knight","white",683,"2011"
"263","Riesling","US",86,13,"California","Lake County","The White Knight 2011 Riesling (Lake County)","The White Knight","sugar",362,"2011"
"264","Riesling","US",86,13,"California","Lake County","The White Knight 2011 Riesling (Lake County)","The White Knight","crisp",577,"2011"
"265","Riesling","Germany",86,9,"Rheinhessen","","Schmitt Söhne 2015 Riesling (Rheinhessen)","Schmitt Söhne","lend",320,"2015"
"266","Riesling","Germany",86,9,"Rheinhessen","","Schmitt Söhne 2015 Riesling (Rheinhessen)","Schmitt Söhne","savory",350,"2015"
"267","Riesling","Germany",86,9,"Rheinhessen","","Schmitt Söhne 2015 Riesling (Rheinhessen)","Schmitt Söhne","medium",315,"2015"
"268","Riesling","Germany",86,9,"Rheinhessen","","Schmitt Söhne 2015 Riesling (Rheinhessen)","Schmitt Söhne","tangerine",693,"2015"
"269","Riesling","Germany",86,9,"Rheinhessen","","Schmitt Söhne 2015 Riesling (Rheinhessen)","Schmitt Söhne","stone",628,"2015"
"270","Riesling","Germany",86,9,"Rheinhessen","","Schmitt Söhne 2015 Riesling (Rheinhessen)","Schmitt Söhne","fruit",1319,"2015"
"271","Riesling","Germany",86,10,"Rheinhessen","","P.J. Valckenberg 2015 Undone Dry Riesling (Rheinhessen)","P.J. Valckenberg","tones",308,"2015"
"272","Riesling","Germany",86,10,"Rheinhessen","","P.J. Valckenberg 2015 Undone Dry Riesling (Rheinhessen)","P.J. Valckenberg","fresh",1001,"2015"
"273","Riesling","US",88,20,"New York","Finger Lakes","Heron Hill 2015 Ingle Vineyard Riesling (Finger Lakes)","Heron Hill","bright",418,"2015"
"274","Riesling","US",88,20,"New York","Finger Lakes","Heron Hill 2015 Ingle Vineyard Riesling (Finger Lakes)","Heron Hill","delicate",368,"2015"
"275","Riesling","US",87,20,"New York","Finger Lakes","Lamoreaux Landing 2014 Red Oak Vineyard Riesling (Finger Lakes)","Lamoreaux Landing","light",557,"2014"
"276","Riesling","US",87,20,"New York","Finger Lakes","Lamoreaux Landing 2014 Red Oak Vineyard Riesling (Finger Lakes)","Lamoreaux Landing","bodied",337,"2014"
"277","Riesling","US",87,20,"New York","Finger Lakes","Lamoreaux Landing 2014 Red Oak Vineyard Riesling (Finger Lakes)","Lamoreaux Landing","concentrated",537,"2014"
"278","Riesling","US",87,20,"New York","Finger Lakes","Lamoreaux Landing 2014 Yellow Dog Vineyard Riesling (Finger Lakes)","Lamoreaux Landing","pear",547,"2014"
"279","Riesling","US",87,20,"New York","Finger Lakes","Lamoreaux Landing 2014 Yellow Dog Vineyard Riesling (Finger Lakes)","Lamoreaux Landing","lime",1236,"2014"
"280","Riesling","France",92,80,"Alsace","Alsace","Dopff & Irion 2004 Schoenenbourg Grand Cru Vendanges Tardives Riesling (Alsace)","Dopff & Irion","minerality",394,"2004"
"281","Riesling","France",92,80,"Alsace","Alsace","Dopff & Irion 2004 Schoenenbourg Grand Cru Vendanges Tardives Riesling (Alsace)","Dopff & Irion","ripe",936,"2004"
"282","Riesling","France",92,80,"Alsace","Alsace","Dopff & Irion 2004 Schoenenbourg Grand Cru Vendanges Tardives Riesling (Alsace)","Dopff & Irion","citrus",982,"2004"
"283","Riesling","France",92,80,"Alsace","Alsace","Dopff & Irion 2004 Schoenenbourg Grand Cru Vendanges Tardives Riesling (Alsace)","Dopff & Irion","rich",424,"2004"
"284","Riesling","France",92,80,"Alsace","Alsace","Dopff & Irion 2004 Schoenenbourg Grand Cru Vendanges Tardives Riesling (Alsace)","Dopff & Irion","juicy",525,"2004"
"285","Riesling","US",90,17,"California","Santa Lucia Highlands","Banyan 2007 Riesling (Santa Lucia Highlands)","Banyan","peach",1216,"2007"
"286","Riesling","US",90,17,"California","Santa Lucia Highlands","Banyan 2007 Riesling (Santa Lucia Highlands)","Banyan","apricot",419,"2007"
"287","Riesling","Germany",91,16,"Rheinhessen","","Weingut Liebfrauenstift 2014 Dry Riesling (Rheinhessen)","Weingut Liebfrauenstift","grapefruit",650,"2014"
"288","Riesling","Germany",91,14,"Mosel","","Carl Graff 2014 Graacher Himmelreich Spätlese Riesling (Mosel)","Carl Graff","fruity",519,"2014"
"289","Riesling","Germany",91,30,"Mosel","","Fritz Haag 2014 Brauneberger Feinherb Riesling (Mosel)","Fritz Haag","tart",547,"2014"
"290","Riesling","Germany",91,30,"Mosel","","Fritz Haag 2014 Brauneberger Feinherb Riesling (Mosel)","Fritz Haag","yellow",444,"2014"
"291","Riesling","Germany",91,22,"Mosel","","Fritz Haag 2014 Riesling (Mosel)","Fritz Haag","sweetness",299,"2014"
"292","Riesling","Germany",91,22,"Mosel","","Fritz Haag 2014 Riesling (Mosel)","Fritz Haag","green",450,"2014"
"293","Riesling","US",85,14,"New York","Cayuga Lake","Treleaven 2006 Semi-Dry Riesling (Cayuga Lake)","Treleaven","finishes",375,"2006"
"294","Riesling","US",85,14,"New York","Finger Lakes","Red Newt Cellars 2007 Riesling (Finger Lakes)","Red Newt Cellars","spice",375,"2007"
"295","Riesling","US",89,16,"Washington","Snipes Mountain","Pomum 2014 Upland Vineyard Riesling (Snipes Mountain)","Pomum","floral",361,"2014"
"296","Riesling","Germany",91,22,"Mosel","","Maximin Grünhäuser 2015 Trocken Riesling (Mosel)","Maximin Grünhäuser","zest",366,"2015"
"297","Riesling","France",92,34,"Alsace","Alsace","Jean-Marc Bernhard 2013 Wineck-Schlossberg Grand Cru Riesling (Alsace)","Jean-Marc Bernhard","freshness",443,"2013"
"298","Riesling","France",92,34,"Alsace","Alsace","Jean-Marc Bernhard 2013 Wineck-Schlossberg Grand Cru Riesling (Alsace)","Jean-Marc Bernhard","clean",408,"2013"
"299","Riesling","France",92,34,"Alsace","Alsace","Jean-Marc Bernhard 2013 Wineck-Schlossberg Grand Cru Riesling (Alsace)","Jean-Marc Bernhard","brisk",350,"2013"
"300","Riesling","Germany",92,34,"Mosel","","Reichsgraf von Kesselstatt 2014 Brauneberger Juffer-Sonnenuhr Spätlese Grosse Lage Riesling (Mosel)","Reichsgraf von Kesselstatt","aromatic",293,"2014"
"301","Sauvignon Blanc","US",86,20,"California","Sonoma Valley","Envolve 2011 Sauvignon Blanc (Sonoma Valley)","Envolve","tart",338,"2011"
"302","Sauvignon Blanc","US",86,20,"California","Sonoma Valley","Envolve 2011 Sauvignon Blanc (Sonoma Valley)","Envolve","green",1222,"2011"
"303","Sauvignon Blanc","US",86,20,"California","Sonoma Valley","Envolve 2011 Sauvignon Blanc (Sonoma Valley)","Envolve","gooseberry",375,"2011"
"304","Sauvignon Blanc","US",86,20,"California","Sonoma Valley","Envolve 2011 Sauvignon Blanc (Sonoma Valley)","Envolve","sauvignon",1219,"2011"
"305","Sauvignon Blanc","US",86,20,"California","Sonoma Valley","Envolve 2011 Sauvignon Blanc (Sonoma Valley)","Envolve","blanc",1117,"2011"
"306","Sauvignon Blanc","US",86,20,"California","Sonoma Valley","Envolve 2011 Sauvignon Blanc (Sonoma Valley)","Envolve","tropical",563,"2011"
"307","Sauvignon Blanc","US",86,20,"California","Sonoma Valley","Envolve 2011 Sauvignon Blanc (Sonoma Valley)","Envolve","fruit",1405,"2011"
"308","Sauvignon Blanc","US",86,20,"California","Sonoma Valley","Envolve 2011 Sauvignon Blanc (Sonoma Valley)","Envolve","orange",298,"2011"
"309","Sauvignon Blanc","US",86,14,"California","Paso Robles","Robert Hall 2011 Sauvignon Blanc (Paso Robles)","Robert Hall","clean",507,"2011"
"310","Sauvignon Blanc","US",86,14,"California","Paso Robles","Robert Hall 2011 Sauvignon Blanc (Paso Robles)","Robert Hall","slightly",268,"2011"
"311","Sauvignon Blanc","US",86,14,"California","Paso Robles","Robert Hall 2011 Sauvignon Blanc (Paso Robles)","Robert Hall","rich",425,"2011"
"312","Sauvignon Blanc","US",86,14,"California","Paso Robles","Robert Hall 2011 Sauvignon Blanc (Paso Robles)","Robert Hall","citrus",1297,"2011"
"313","Sauvignon Blanc","US",86,14,"California","Paso Robles","Robert Hall 2011 Sauvignon Blanc (Paso Robles)","Robert Hall","pear",353,"2011"
"314","Sauvignon Blanc","US",86,14,"California","Paso Robles","Robert Hall 2011 Sauvignon Blanc (Paso Robles)","Robert Hall","grapefruit",917,"2011"
"315","Sauvignon Blanc","US",86,16,"Virginia","Monticello","Trump 2011 Sauvignon Blanc (Monticello)","Trump","passion",286,"2011"
"316","Sauvignon Blanc","US",86,16,"Virginia","Monticello","Trump 2011 Sauvignon Blanc (Monticello)","Trump","grassy",338,"2011"
"317","Sauvignon Blanc","US",86,16,"Virginia","Monticello","Trump 2011 Sauvignon Blanc (Monticello)","Trump","apricot",204,"2011"
"318","Sauvignon Blanc","US",86,26,"California","Santa Ynez Valley","Sevtap 2015 Golden Horn Sauvignon Blanc (Santa Ynez Valley)","Sevtap","apple",742,"2015"
"319","Sauvignon Blanc","New Zealand",88,19,"Marlborough","","Stoneleigh 2008 Sauvignon Blanc (Marlborough)","Stoneleigh","stone",223,"2008"
"320","Sauvignon Blanc","New Zealand",88,19,"Marlborough","","Stoneleigh 2008 Sauvignon Blanc (Marlborough)","Stoneleigh","fresh",830,"2008"
"321","Sauvignon Blanc","New Zealand",88,19,"Marlborough","","Stoneleigh 2008 Sauvignon Blanc (Marlborough)","Stoneleigh","light",544,"2008"
"322","Sauvignon Blanc","Australia",85,15,"South Australia","Adelaide Hills","Long Flat 2006 Destinations Sauvignon Blanc (Adelaide Hills)","Long Flat","lemon",822,"2006"
"323","Sauvignon Blanc","Italy",88,23,"Northeastern Italy","Alto Adige","Elena Walch 2002 Castel Ringberg Sauvignon Blanc (Alto Adige)","Elena Walch","crisp",1064,"2002"
"324","Sauvignon Blanc","Italy",88,23,"Northeastern Italy","Alto Adige","Elena Walch 2002 Castel Ringberg Sauvignon Blanc (Alto Adige)","Elena Walch","lively",251,"2002"
"325","Sauvignon Blanc","US",88,19,"California","Mendocino County","Ceago Vinegarden 2001 Kathleen's Vineyard Sauvignon Blanc (Mendocino County)","Ceago Vinegarden","white",798,"2001"
"326","Sauvignon Blanc","US",88,19,"California","Mendocino County","Ceago Vinegarden 2001 Kathleen's Vineyard Sauvignon Blanc (Mendocino County)","Ceago Vinegarden","fruits",437,"2001"
"327","Sauvignon Blanc","US",88,19,"California","Mendocino County","Ceago Vinegarden 2001 Kathleen's Vineyard Sauvignon Blanc (Mendocino County)","Ceago Vinegarden","melon",548,"2001"
"328","Sauvignon Blanc","US",88,19,"California","Mendocino County","Ceago Vinegarden 2001 Kathleen's Vineyard Sauvignon Blanc (Mendocino County)","Ceago Vinegarden","peach",415,"2001"
"329","Sauvignon Blanc","US",88,19,"California","Mendocino County","Ceago Vinegarden 2001 Kathleen's Vineyard Sauvignon Blanc (Mendocino County)","Ceago Vinegarden","sweet",368,"2001"
"330","Sauvignon Blanc","US",88,18,"California","Rutherford","Vinoce 2001 Sauvignon Blanc (Rutherford)","Vinoce","herb",212,"2001"
"331","Sauvignon Blanc","US",88,18,"California","Rutherford","Vinoce 2001 Sauvignon Blanc (Rutherford)","Vinoce","grass",403,"2001"
"332","Sauvignon Blanc","US",88,18,"California","Rutherford","Vinoce 2001 Sauvignon Blanc (Rutherford)","Vinoce","mineral",300,"2001"
"333","Sauvignon Blanc","US",88,17,"California","Alexander Valley","Murphy-Goode 2000 Reserve Fume Sauvignon Blanc (Alexander Valley)","Murphy-Goode","lime",911,"2000"
"334","Sauvignon Blanc","US",87,12,"California","Santa Ynez Valley","Bridlewood 2000 Sauvignon Blanc (Santa Ynez Valley)","Bridlewood","ripe",791,"2000"
"335","Sauvignon Blanc","US",87,12,"California","Santa Ynez Valley","Bridlewood 2000 Sauvignon Blanc (Santa Ynez Valley)","Bridlewood","refreshing",374,"2000"
"336","Sauvignon Blanc","US",89,30,"California","Santa Ynez Valley","Ojai 2014 McGinley Vineyard Sauvignon Blanc (Santa Ynez Valley)","Ojai","easy",225,"2014"
"337","Sauvignon Blanc","US",87,19,"California","Russian River Valley","Hanna 2011 Sauvignon Blanc (Russian River Valley)","Hanna","pineapple",405,"2011"
"338","Sauvignon Blanc","Austria",89,20,"Südsteiermark","","Strauss 2016 Classic Sauvignon Blanc (Südsteiermark)","Strauss","zesty",250,"2016"
"339","Sauvignon Blanc","South Africa",91,50,"Stellenbosch","","Reyneke 2013 Reserve Sauvignon Blanc (Stellenbosch)","Reyneke","medium",397,"2013"
"340","Sauvignon Blanc","South Africa",91,50,"Stellenbosch","","Reyneke 2013 Reserve Sauvignon Blanc (Stellenbosch)","Reyneke","minerality",242,"2013"
"341","Sauvignon Blanc","New Zealand",91,28,"Marlborough","","Saint Clair 2014 Pioneer Block 20 Dillons Point Cash Block Sauvignon Blanc (Marlborough)","Saint Clair","herbal",401,"2014"
"342","Sauvignon Blanc","US",91,23,"California","Russian River Valley","Dutton Estate 2013 Cohen Vineyard Dutton Ranch Sauvignon Blanc (Russian River Valley)","Dutton Estate","bodied",486,"2013"
"343","Sauvignon Blanc","Argentina",87,12,"Mendoza Province","Tupungato","Finca Sophenia 2015 Altosur Sauvignon Blanc (Tupungato)","Finca Sophenia","tangy",316,"2015"
"344","Sauvignon Blanc","France",85,10,"Bordeaux","Bordeaux Blanc","Château Lamothe-Vincent 2008 Sauvignon  (Bordeaux Blanc)","Château Lamothe-Vincent","fruity",304,"2008"
"345","Sauvignon Blanc","US",88,12,"California","California","Dancing Bull 2007 Sauvignon Blanc (California)","Dancing Bull","vanilla",352,"2007"
