fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,ID
5.390766852,4.453698903,5.354332583,4.972476962,4.841357831,5.967966179,6.201757644,6.034963008,5.446197173,4.774942347,4.133892097,4,410
5.448201928,4.565393492,5.405666986,4.901551358,4.841357831,5.6811636,5.958561988,6.034963008,5.446197173,4.774942347,4.133892097,6,411
4.299500401,6.15704138,4.430313338,4.546923335,5.26629933,4.916356721,5.928162531,4.922282342,4.733699481,4.892931589,3.946216312,5,412
5.907682539,4.28615702,6.329686231,7.951352353,5.202558106,4.055948983,4.164994029,5.981978214,4.733699481,5.954834765,6.198325732,5,413
5.275896699,4.956324552,5.354332583,5.114328171,4.990087356,5.776764459,7.296138093,5.77003904,4.668926963,4.715947726,4.133892097,7,414
5.161026546,6.101194086,4.840988558,7.880426749,5.627499605,6.445970478,7.660931577,7.465552435,5.057562068,7.429700287,3.946216312,5,415
6.309728074,4.732935375,6.894364659,4.759700148,5.500017155,4.055948983,4.195393486,5.134221517,4.668926963,5.01092083,6.198325732,5,416
4.242065324,5.291408318,4.224975728,4.546923335,5.075075656,6.732773057,7.356937007,4.392434406,5.834832278,3.949017654,5.072271022,6,417
7.056384066,4.174462431,6.227017426,4.617848939,5.712487905,4.151549843,4.195393486,6.51182615,4.539381928,5.600867039,4.97843313,5,418
4.127195172,6.35250691,3.608962897,4.47599773,4.543898782,6.732773057,5.168176108,5.452130278,7.000737593,5.128910072,4.509243667,6,419
5.677942234,5.179713729,5.302998181,4.901551358,5.032581506,6.828373917,5.624167962,5.240191104,4.798471998,5.423883177,6.292163625,5,420
4.012325019,6.74343797,3.762966105,4.830625753,4.395169257,6.541571338,5.04657828,4.180495232,6.353012418,4.420974621,6.761353088,7,421
4.644110859,7.413605502,4.635650948,4.617848939,4.140204357,4.916356721,5.411371763,4.339449613,5.316652138,3.713039171,5.447622592,7,422
6.252292997,3.392600311,6.021679816,4.688774544,4.543898782,4.055948983,4.316991313,5.558099865,3.956429271,6.426791732,5.541460485,5,423
4.644110859,7.413605502,4.635650948,4.617848939,4.140204357,4.916356721,5.411371763,4.339449613,5.316652138,3.713039171,5.447622592,7,424
4.012325019,6.74343797,3.762966105,4.830625753,4.395169257,6.541571338,5.04657828,4.180495232,6.353012418,4.420974621,6.761353088,5,425
3.897454866,5.794033967,4.019638118,4.688774544,4.097710207,5.29876016,5.04657828,4.021540851,6.158694866,4.008012275,5.916812055,7,426
5.677942234,6.408354204,4.738319753,4.546923335,4.777616606,4.055948983,4.560186969,6.087947801,4.668926963,4.420974621,5.166108915,6,427
5.448201928,4.956324552,5.302998181,4.121369707,4.628887082,4.342751562,4.499388055,5.558099865,4.539381928,4.656953105,3.946216312,6,428
7.573299754,6.74343797,6.843030257,4.901551358,5.011334431,4.725155002,4.65138534,6.564810944,3.632566683,4.656953105,4.97843313,5,429
6.252292997,3.392600311,6.021679816,4.688774544,4.543898782,4.055948983,4.316991313,5.558099865,3.956429271,6.426791732,5.541460485,6,430
4.701545935,5.123866435,5.405666986,4.759700148,4.713875381,5.48996188,5.593768505,5.346160691,4.604154446,4.420974621,3.85237842,7,431
7.056384066,4.118615137,7.151036672,4.830625753,4.798863681,4.629554142,4.316991313,4.498403993,2.984841508,4.951926209,7.23054255,5,432
7.286124372,4.230309726,6.843030257,4.830625753,5.075075656,4.055948983,4.134594572,6.935704499,4.021201788,4.008012275,4.133892097,6,433
6.194857921,4.342004314,6.432355036,5.468956194,4.756369531,5.58556274,5.228975022,6.51182615,3.956429271,6.367797111,4.509243667,5,434
7.286124372,4.230309726,6.843030257,4.830625753,5.075075656,4.055948983,4.134594572,6.935704499,4.021201788,4.008012275,4.133892097,6,435
4.816416088,5.794033967,5.148994973,4.617848939,4.416416332,7.115176497,5.472170677,4.498403993,4.668926963,4.420974621,4.790757345,5,436
6.596903455,4.565393492,7.356374282,5.468956194,4.543898782,4.055948983,4.256192399,5.981978214,4.085974306,5.01092083,5.72913627,6,437
6.194857921,4.342004314,6.432355036,5.468956194,4.756369531,5.58556274,5.228975022,6.51182615,3.956429271,6.367797111,4.509243667,6,438
4.242065324,5.514797495,4.532982143,4.263220917,4.458910482,4.151549843,5.107377194,4.127510438,3.503021648,4.656953105,3.946216312,6,439
7.458429601,3.783531371,7.305039879,4.759700148,4.671381231,4.055948983,4.468988598,6.034963008,2.207571298,5.954834765,4.415405775,5,440
7.056384066,4.28615702,6.945699062,4.724237346,4.586392932,4.151549843,4.408189684,6.087947801,3.373476613,5.128910072,5.822974162,8,441
9.181481892,5.877804908,7.510377489,5.823584217,5.26629933,4.055948983,4.894580995,8.41927872,2.660978921,5.128910072,5.72913627,6,442
5.965117615,4.509546197,6.124348621,5.114328171,4.777616606,4.533953282,4.164994029,4.763327961,4.474609411,4.833936968,6.10448784,7,443
3.265669026,5.235561024,3.6602973,4.405072126,4.288933882,3.960348123,4.408189684,3.226768947,6.676875006,6.072824006,6.949028873,7,444
5.677942234,6.15704138,4.122306923,4.688774544,4.820110756,4.055948983,4.529787512,5.981978214,4.474609411,4.420974621,4.696919452,7,445
7.400994525,4.174462431,6.689027049,5.043402567,4.862604906,6.445970478,5.776165246,6.51182615,3.632566683,5.423883177,5.072271022,6,446
5.563072081,4.732935375,5.097660571,4.688774544,5.839970354,4.055948983,4.073795658,5.028251929,4.409836893,5.364888556,5.72913627,5,447
5.161026546,5.012171846,4.738319753,4.617848939,5.26629933,4.151549843,4.408189684,4.975267136,4.280291858,4.420974621,4.790757345,5,448
7.056384066,4.230309726,7.151036672,5.185253776,5.160063956,5.107558441,4.65138534,6.405856563,3.632566683,4.715947726,5.3537847,6,449
7.056384066,4.230309726,7.151036672,5.185253776,5.160063956,5.107558441,4.65138534,6.405856563,3.632566683,4.715947726,5.3537847,6,450
5.046156393,4.118615137,6.329686231,4.47599773,10,4.342751562,4.377790227,5.611084659,3.373476613,7.370705666,3.758540527,6,451
4.127195172,5.179713729,3.762966105,4.405072126,4.926346131,5.203159301,4.65138534,5.028251929,5.834832278,4.833936968,4.60308156,6,452
6.194857921,3.89522596,6.843030257,5.185253776,4.926346131,3.960348123,4.256192399,6.617795737,4.668926963,5.482877798,5.72913627,6,453
4.242065324,3.336753016,5.662338998,4.334146521,4.480157557,5.48996188,5.624167962,4.180495232,6.223467383,4.833936968,5.635298377,7,454
6.711773608,5.514797495,7.048367867,6.887468285,4.968840281,4.055948983,4.164994029,6.087947801,4.409836893,5.187904693,7.793569905,5,455
5.333331775,5.347255612,5.611004596,4.830625753,5.160063956,3.960348123,4.256192399,5.981978214,5.381424656,4.538963863,4.884595237,8,456
5.505637004,5.570644789,4.68698535,5.114328171,5.202558106,6.254768758,5.563369048,6.087947801,4.798471998,4.538963863,4.22772999,5,457
6.194857921,3.89522596,6.843030257,5.185253776,4.926346131,3.960348123,4.256192399,6.617795737,4.668926963,5.482877798,5.72913627,5,458
6.884078837,5.291408318,6.997033464,4.759700148,4.713875381,4.438352422,5.016178823,7.147643673,4.604154446,4.479969242,3.664702635,7,459
5.505637004,4.453698903,6.278351829,4.830625753,4.905099056,4.820755861,4.286591856,5.452130278,5.251879621,4.715947726,5.822974162,3,460
4.988721317,5.486873848,4.738319753,5.043402567,4.990087356,4.055948983,4.164994029,5.77003904,4.668926963,4.715947726,3.946216312,6,461
6.539468379,3.504294899,7.099702269,5.007939764,4.947593206,4.438352422,4.34739077,5.134221517,4.150746823,4.715947726,6.292163625,5,462
4.873851164,5.738186672,7.202371074,4.759700148,5.22380518,5.872365319,7.508934292,5.240191104,3.503021648,4.243990759,3.664702635,5,463
6.826643761,3.811455018,6.381020634,4.688774544,4.926346131,3.960348123,4.043396201,6.034963008,2.855296473,5.246899314,3.85237842,5,464
5.965117615,3.671836782,5.662338998,5.25617938,5.22380518,4.438352422,4.377790227,7.041674086,6.093922348,6.485786353,4.321567882,6,465
6.137422844,4.844629963,5.765007803,4.617848939,4.607640007,5.48996188,5.137776651,5.77003904,4.021201788,5.364888556,6.010649947,5,466
5.275896699,4.621240786,5.919011011,5.043402567,4.522651707,4.151549843,4.134594572,3.915571264,5.057562068,5.777850902,8.35659726,6,467
6.769208685,4.062767843,7.151036672,4.688774544,5.053828581,4.055948983,4.225792942,6.723765325,4.085974306,4.774942347,3.85237842,6,468
5.218461623,6.631743382,3.711631702,4.050444103,4.628887082,6.923974777,5.04657828,4.180495232,4.280291858,4.538963863,4.415405775,6,469
7.688169906,3.839378665,6.945699062,5.043402567,5.117569806,4.916356721,5.016178823,6.51182615,3.308704096,4.715947726,5.166108915,5,470
5.73537731,5.068019141,5.765007803,4.901551358,4.862604906,5.872365319,5.168176108,5.134221517,4.280291858,5.305893935,5.916812055,5,471
7.400994525,4.118615137,6.432355036,5.043402567,4.905099056,5.872365319,5.654567419,6.458841357,3.956429271,5.954834765,4.97843313,6,472
5.907682539,4.006920548,6.432355036,4.688774544,4.458910482,3.960348123,4.012996744,5.18720631,4.668926963,5.777850902,5.166108915,6,473
6.252292997,3.615989488,6.227017426,4.405072126,4.841357831,4.438352422,4.316991313,5.77003904,4.280291858,6.367797111,4.040054205,5,474
5.73537731,5.849881261,4.840988558,4.759700148,4.990087356,3.960348123,4.438589141,6.087947801,3.891656753,4.656953105,4.790757345,6,475
5.563072081,3.560142194,5.713673401,4.617848939,5.075075656,4.055948983,4.073795658,5.664069453,4.798471998,5.246899314,4.321567882,5,476
6.194857921,3.392600311,6.124348621,4.47599773,4.735122456,4.055948983,4.195393486,5.505115072,4.150746823,7.370705666,5.541460485,5,477
5.73537731,5.849881261,4.840988558,4.759700148,4.990087356,3.960348123,4.438589141,6.087947801,3.891656753,4.656953105,4.790757345,6,478
5.620507157,5.877804908,4.173641325,5.114328171,4.777616606,4.055948983,4.529787512,5.876008627,4.215519341,5.246899314,4.696919452,5,479
6.309728074,3.615989488,5.611004596,10,4.607640007,4.055948983,4.286591856,8.101369958,3.762111718,5.01092083,3.85237842,6,480
5.620507157,3.727684077,6.483689439,5.185253776,4.841357831,4.055948983,4.104195115,4.816312755,3.956429271,6.544780974,6.198325732,5,481
6.309728074,4.062767843,6.637692646,4.759700148,6.371147229,4.055948983,4.134594572,5.981978214,3.243931578,7.311711045,4.040054205,8,482
6.309728074,4.062767843,6.689027049,4.759700148,6.371147229,4.151549843,4.134594572,5.981978214,3.243931578,7.370705666,4.040054205,5,483
6.309728074,4.509546197,7.099702269,6.107286635,5.56375838,4.055948983,4.316991313,5.134221517,3.373476613,5.01092083,7.793569905,5,484
6.079987768,5.794033967,5.611004596,4.546923335,4.288933882,4.055948983,4.104195115,5.452130278,4.085974306,3.890023033,4.60308156,6,485
6.079987768,5.794033967,5.611004596,4.546923335,4.288933882,4.055948983,4.104195115,5.452130278,4.085974306,3.890023033,4.60308156,5,486
6.079987768,5.654415731,5.457001388,4.47599773,4.267686807,3.960348123,4.012996744,5.77003904,4.085974306,3.595049929,4.60308156,5,487
6.884078837,3.839378665,6.432355036,5.185253776,4.862604906,6.828373917,5.624167962,6.829734912,5.057562068,6.544780974,5.3537847,6,488
5.563072081,4.230309726,5.662338998,5.043402567,4.692628306,4.438352422,4.377790227,5.876008627,5.187107103,5.541872418,4.790757345,7,489
5.563072081,6.380430557,4.994991766,5.185253776,4.798863681,5.776764459,5.289773935,5.876008627,4.992789551,5.069915451,5.166108915,6,490
5.505637004,4.342004314,6.175683024,4.972476962,4.310180957,4.629554142,4.34739077,4.180495232,5.187107103,5.777850902,7.699732013,6,491
5.333331775,4.28615702,6.227017426,5.043402567,4.246439732,4.725155002,4.408189684,4.074525645,5.057562068,6.426791732,7.793569905,7,492
5.218461623,5.905728555,5.200329376,5.327104985,4.968840281,5.6811636,6.049760359,6.829734912,6.093922348,5.482877798,6.10448784,7,493
3.954889942,4.230309726,4.789654156,9.086162026,4.225192657,6.159167899,6.353754928,4.180495232,5.834832278,4.361980001,6.573677302,6,494
6.36716315,4.006920548,6.329686231,5.043402567,4.628887082,3.960348123,4.073795658,5.240191104,3.956429271,4.951926209,5.541460485,6,495
4.701545935,4.956324552,4.892322961,4.546923335,4.862604906,4.820755861,4.74258371,5.876008627,5.770059761,4.951926209,3.664702635,8,496
4.356935477,3.951073254,5.251663778,4.972476962,5.053828581,7.593180796,7.022542981,4.922282342,5.057562068,5.777850902,5.635298377,6,497
6.36716315,4.006920548,6.329686231,5.043402567,4.628887082,3.960348123,4.073795658,5.240191104,3.956429271,4.951926209,5.541460485,5,498
5.218461623,5.905728555,5.200329376,5.327104985,4.968840281,5.6811636,6.049760359,6.829734912,6.093922348,5.482877798,6.10448784,8,499
4.701545935,4.956324552,4.892322961,4.546923335,4.862604906,4.820755861,4.74258371,5.876008627,5.770059761,4.951926209,3.664702635,6,500
6.194857921,4.509546197,7.356374282,7.844963947,4.713875381,7.115176497,5.897763074,6.193917389,4.085974306,6.131818627,6.47983941,6,501
6.194857921,4.509546197,7.356374282,7.844963947,4.713875381,7.115176497,5.897763074,6.193917389,4.085974306,6.131818627,6.47983941,7,502
6.252292997,3.504294899,6.021679816,4.546923335,4.798863681,4.055948983,4.316991313,5.452130278,4.150746823,7.252716424,5.447622592,7,503
6.252292997,3.392600311,5.765007803,4.47599773,4.777616606,4.055948983,4.256192399,5.452130278,4.345064376,7.311711045,5.3537847,7,504
6.079987768,4.788782669,6.843030257,5.25617938,4.671381231,4.438352422,4.377790227,5.028251929,4.021201788,5.718856281,6.949028873,7,505
6.194857921,3.392600311,5.970345414,4.47599773,4.735122456,4.055948983,4.225792942,5.452130278,4.604154446,7.134727183,5.3537847,7,506
6.654338532,5.794033967,6.432355036,4.830625753,4.926346131,4.055948983,3.982597287,6.723765325,4.085974306,5.305893935,4.133892097,7,507
5.965117615,5.347255612,5.200329376,4.759700148,5.053828581,5.967966179,5.472170677,6.405856563,4.150746823,4.833936968,4.790757345,6,508
7.860475136,3.671836782,7.459043087,5.185253776,4.926346131,5.6811636,4.894580995,5.981978214,3.243931578,5.128910072,5.916812055,6,509
7.343559448,4.397851609,6.124348621,6.461914658,4.692628306,5.29876016,4.894580995,5.558099865,3.114386543,4.715947726,4.133892097,7,510
5.965117615,5.347255612,5.200329376,4.759700148,5.053828581,5.967966179,5.472170677,6.405856563,4.150746823,4.833936968,4.790757345,5,511
6.36716315,4.28615702,6.073014219,4.688774544,5.797476205,4.916356721,5.076977737,5.664069453,3.179159061,5.895840144,4.321567882,6,512
6.252292997,4.900477258,6.894364659,4.901551358,5.415028855,4.055948983,4.043396201,5.293175897,3.567794166,5.01092083,6.292163625,6,513
6.252292997,4.900477258,6.894364659,4.901551358,5.415028855,4.055948983,4.043396201,5.293175897,3.567794166,5.01092083,6.292163625,7,514
5.10359147,5.710263025,6.124348621,7.525798726,5.73373498,6.732773057,8.177722345,7.253613261,4.992789551,7.842662633,3.946216312,7,515
7.400994525,5.403102906,6.124348621,6.249137844,5.26629933,3.960348123,4.012996744,7.253613261,4.604154446,5.482877798,6.386001517,5,516
6.194857921,5.458950201,6.124348621,4.688774544,7.391006827,3.960348123,4.073795658,6.405856563,4.021201788,4.833936968,3.10167528,6,517
6.482033303,3.225058428,6.124348621,5.185253776,5.011334431,4.533953282,4.560186969,5.240191104,4.409836893,5.128910072,6.198325732,3,518
4.414370553,4.09069149,6.124348621,4.972476962,5.011334431,7.210777356,6.809746782,4.922282342,5.316652138,5.718856281,5.541460485,6,519
5.850247463,3.448447605,6.124348621,5.114328171,5.011334431,4.916356721,4.590586426,5.77003904,5.705287243,6.426791732,4.60308156,5,520
4.586675782,4.342004314,6.124348621,4.617848939,5.011334431,5.011957581,4.894580995,5.664069453,6.093922348,4.892931589,3.758540527,6,521
4.931286241,4.230309726,6.124348621,4.830625753,5.245052255,7.975584235,7.63053212,5.611084659,5.446197173,6.95774332,4.415405775,5,522
5.563072081,4.28615702,6.124348621,4.972476962,4.947593206,7.115176497,7.904127232,5.558099865,4.409836893,4.361980001,4.040054205,5,523
5.505637004,4.453698903,6.124348621,4.901551358,4.968840281,5.6811636,7.113741352,5.452130278,4.474609411,4.892931589,4.133892097,5,524
6.194857921,5.626492084,4.840988558,5.185253776,5.372534705,6.254768758,5.198575565,6.617795737,4.539381928,5.069915451,4.509243667,5,525
4.414370553,4.09069149,6.124348621,4.972476962,5.011334431,7.210777356,6.809746782,4.922282342,5.316652138,5.718856281,5.541460485,5,526
4.242065324,4.174462431,6.124348621,4.972476962,5.202558106,6.637172198,6.171358187,4.710343168,5.510969691,5.65986166,5.916812055,5,527
4.931286241,4.397851609,6.124348621,5.043402567,4.926346131,6.541571338,5.259374478,6.087947801,5.187107103,5.541872418,3.383188957,6,528
5.907682539,5.570644789,4.840988558,4.901551358,4.777616606,4.055948983,4.590586426,5.346160691,3.567794166,4.479969242,4.040054205,6,529
5.448201928,3.280905722,4.840988558,4.688774544,4.798863681,3.577944684,4.438589141,6.193917389,5.640514726,6.249807869,4.884595237,5,530
7.056384066,4.174462431,6.124348621,5.114328171,5.22380518,4.629554142,4.864181538,6.935704499,4.021201788,4.715947726,4.884595237,6,531
7.056384066,4.174462431,6.124348621,5.114328171,5.22380518,4.629554142,4.864181538,6.935704499,4.021201788,4.715947726,4.884595237,5,532
6.137422844,3.560142194,4.840988558,4.688774544,4.671381231,4.916356721,4.590586426,4.392434406,4.409836893,5.01092083,7.23054255,5,533
5.965117615,4.732935375,4.840988558,5.114328171,5.30879348,4.725155002,4.560186969,6.723765325,4.798471998,4.420974621,4.60308156,6,534
5.448201928,3.280905722,4.840988558,4.688774544,4.798863681,3.577944684,4.438589141,6.193917389,5.640514726,6.249807869,4.884595237,6,535
5.907682539,5.570644789,4.840988558,4.901551358,4.777616606,4.055948983,4.590586426,5.346160691,3.567794166,4.479969242,4.040054205,6,536
4.873851164,6.659667029,4.840988558,4.688774544,4.926346131,3.960348123,3.982597287,5.240191104,5.381424656,5.65986166,5.259946807,5,537
7.63073483,4.006920548,6.124348621,7.313021912,4.543898782,3.960348123,4.65138534,7.465552435,4.280291858,5.01092083,6.47983941,6,538
6.654338532,4.844629963,7.407708684,6.852005483,5.26629933,3.960348123,4.104195115,6.51182615,4.409836893,4.774942347,5.72913627,7,539
5.505637004,5.347255612,4.840988558,5.539881799,5.287546405,5.39436102,5.016178823,6.087947801,4.668926963,5.069915451,4.22772999,5,540
5.677942234,4.621240786,6.124348621,7.667649935,4.501404632,3.960348123,4.104195115,6.087947801,4.345064376,5.423883177,5.541460485,5,541
5.563072081,6.045346791,4.840988558,4.688774544,4.628887082,3.960348123,4.195393486,4.922282342,3.762111718,4.597958484,4.509243667,6,542
6.654338532,5.738186672,4.840988558,4.972476962,4.947593206,5.011957581,5.198575565,6.352871769,3.373476613,5.364888556,5.541460485,5,543
8.434825899,3.783531371,7.407708684,4.47599773,4.735122456,4.055948983,4.043396201,7.147643673,2.078026263,5.777850902,3.10167528,6,544
5.448201928,4.67708808,6.124348621,5.043402567,5.138816881,7.115176497,6.809746782,5.77003904,3.503021648,4.597958484,3.758540527,6,545
4.529240706,5.123866435,4.840988558,4.617848939,4.798863681,4.438352422,4.438589141,5.823023833,5.899604796,5.718856281,4.133892097,5,546
6.309728074,3.783531371,6.124348621,4.972476962,4.565145857,4.055948983,4.225792942,6.034963008,4.668926963,6.190813248,5.259946807,6,547
7.343559448,4.006920548,6.124348621,5.043402567,4.820110756,6.063567039,5.684966876,6.405856563,3.762111718,5.541872418,4.97843313,6,548
5.390766852,5.012171846,6.124348621,4.546923335,6.774841653,4.055948983,4.34739077,5.399145485,4.733699481,4.715947726,4.040054205,6,549
4.127195172,4.900477258,3.6602973,4.688774544,4.713875381,4.342751562,4.34739077,4.498403993,5.122334586,4.420974621,4.133892097,6,550
5.620507157,4.453698903,4.840988558,5.185253776,5.096322731,4.820755861,4.955379909,5.664069453,4.215519341,5.423883177,4.60308156,6,551
5.677942234,4.621240786,4.840988558,5.114328171,5.096322731,4.820755861,4.924980452,5.664069453,3.762111718,5.482877798,4.60308156,6,552
3.093363797,7.860383857,4.840988558,4.334146521,4.203945582,6.541571338,6.505752213,3.226768947,7.778007803,4.774942347,6.010649947,6,553
9.124046816,5.654415731,6.124348621,6.17821224,5.160063956,4.438352422,4.286591856,8.392786323,2.466661368,5.482877798,5.635298377,5,554
9.124046816,5.654415731,6.124348621,6.17821224,5.160063956,4.438352422,4.286591856,8.392786323,2.466661368,5.482877798,5.635298377,5,555
6.482033303,5.012171846,6.124348621,6.461914658,5.64874668,4.438352422,4.104195115,6.829734912,3.438249131,4.420974621,6.198325732,5,556
9.181481892,5.654415731,6.124348621,6.17821224,5.160063956,4.438352422,4.286591856,8.392786323,2.466661368,5.482877798,5.635298377,6,557
6.482033303,5.012171846,6.124348621,6.461914658,5.64874668,4.438352422,4.104195115,6.829734912,3.438249131,4.420974621,6.198325732,5,558
7.688169906,4.67708808,6.124348621,6.249137844,4.947593206,4.055948983,5.016178823,7.83644599,4.928017033,5.128910072,7.136704658,6,559
7.515864677,5.403102906,6.124348621,5.185253776,4.735122456,3.960348123,4.164994029,6.405856563,3.891656753,4.479969242,5.916812055,6,560
5.390766852,4.509546197,6.124348621,4.901551358,4.798863681,5.967966179,7.265738636,5.558099865,4.474609411,4.538963863,3.85237842,5,561
5.390766852,5.068019141,6.124348621,5.25617938,5.138816881,7.401979076,6.93134461,5.77003904,3.503021648,4.715947726,3.85237842,5,562
4.586675782,3.671836782,6.124348621,5.114328171,5.096322731,5.872365319,5.411371763,5.18720631,4.992789551,4.715947726,4.696919452,5,563
7.688169906,4.67708808,6.124348621,6.249137844,4.947593206,4.055948983,5.016178823,7.83644599,4.928017033,5.128910072,7.136704658,6,564
7.515864677,5.403102906,6.124348621,5.185253776,4.735122456,3.960348123,4.164994029,6.405856563,3.891656753,4.479969242,5.916812055,6,565
5.218461623,5.96157585,4.840988558,4.972476962,7.943430776,3.960348123,4.043396201,6.246902182,5.057562068,4.656953105,3.664702635,5,566
5.218461623,5.96157585,4.840988558,4.972476962,7.943430776,3.960348123,4.043396201,6.246902182,5.057562068,4.656953105,3.664702635,6,567
5.850247463,4.844629963,6.124348621,5.043402567,8.453360575,3.960348123,4.195393486,6.193917389,4.992789551,5.777850902,5.259946807,6,568
3.782584713,4.062767843,4.840988558,4.759700148,5.160063956,5.29876016,4.864181538,3.86258647,6.676875006,4.479969242,6.198325732,6,569
6.826643761,4.006920548,6.124348621,5.539881799,4.628887082,4.438352422,4.712184254,6.882719705,5.057562068,6.485786353,5.541460485,6,570
3.782584713,4.062767843,4.840988558,4.759700148,5.160063956,5.29876016,4.864181538,3.86258647,6.676875006,4.479969242,6.198325732,6,571
6.079987768,3.392600311,6.124348621,4.901551358,4.735122456,4.438352422,4.438589141,5.558099865,3.891656753,4.715947726,4.97843313,6,572
6.252292997,5.347255612,6.124348621,4.688774544,4.628887082,4.820755861,5.016178823,6.246902182,4.928017033,4.420974621,4.22772999,5,573
6.309728074,3.951073254,6.124348621,5.468956194,4.798863681,5.39436102,5.958561988,6.299886976,4.215519341,5.246899314,4.60308156,4,574
7.286124372,3.560142194,6.124348621,5.398030589,4.820110756,6.159167899,4.985779366,6.352871769,4.280291858,5.836845523,4.790757345,6,575
5.907682539,4.844629963,4.840988558,4.830625753,5.330040555,4.055948983,4.012996744,5.558099865,5.187107103,4.184996138,4.60308156,6,576
5.275896699,4.509546197,6.124348621,5.185253776,4.905099056,5.203159301,6.961744067,5.77003904,4.928017033,4.656953105,4.133892097,4,577
5.275896699,4.67708808,6.124348621,5.25617938,4.947593206,5.107558441,6.93134461,5.77003904,4.863244516,4.656953105,4.415405775,5,578
6.309728074,3.783531371,6.124348621,4.759700148,4.480157557,5.203159301,4.803382624,5.452130278,3.891656753,4.126001517,4.415405775,5,579
7.286124372,4.844629963,6.124348621,4.759700148,5.032581506,3.960348123,4.012996744,6.829734912,4.215519341,3.713039171,4.22772999,6,580
7.286124372,4.844629963,6.124348621,4.759700148,5.032581506,3.960348123,4.012996744,6.829734912,4.215519341,3.713039171,4.22772999,5,581
6.941513914,4.788782669,6.124348621,4.759700148,4.905099056,3.960348123,4.043396201,6.723765325,4.215519341,3.65404455,3.85237842,5,582
7.113819143,3.615989488,6.124348621,4.546923335,4.713875381,4.438352422,4.225792942,5.452130278,2.855296473,5.01092083,4.509243667,5,583
6.99894899,3.89522596,6.124348621,5.610807403,5.117569806,8.644790254,6.019360902,6.829734912,4.928017033,5.600867039,5.259946807,7,584
4.586675782,4.900477258,4.840988558,4.901551358,5.075075656,4.247150703,4.74258371,5.664069453,6.029149831,5.01092083,4.22772999,7,585
6.596903455,3.783531371,6.124348621,5.114328171,5.138816881,5.011957581,5.016178823,5.981978214,3.762111718,7.134727183,5.166108915,6,586
4.414370553,6.129117733,4.840988558,4.546923335,5.43627593,5.203159301,6.688148955,4.975267136,4.668926963,4.597958484,3.946216312,7,587
3.093363797,4.397851609,4.840988558,4.617848939,4.416416332,5.29876016,5.107377194,2.326027456,7.648462768,5.482877798,8.35659726,5,588
6.079987768,3.671836782,6.124348621,5.043402567,4.395169257,3.960348123,3.982597287,5.452130278,3.308704096,5.482877798,5.072271022,8,589
5.390766852,4.565393492,6.124348621,5.043402567,4.926346131,5.48996188,5.867363617,6.034963008,5.251879621,4.479969242,4.321567882,7,590
4.012325019,4.230309726,6.124348621,4.405072126,4.628887082,5.6811636,8.116923431,2.590951424,3.762111718,4.067006896,6.010649947,5,591
5.390766852,4.565393492,6.124348621,5.043402567,4.926346131,5.48996188,5.867363617,6.034963008,5.251879621,4.479969242,4.321567882,6,592
5.907682539,4.788782669,6.586358244,5.681733008,5.138816881,4.342751562,4.894580995,6.935704499,4.863244516,4.538963863,3.664702635,5,593
4.758981012,6.073270438,4.48164774,5.043402567,5.181311031,5.39436102,4.74258371,5.558099865,5.575742208,4.243990759,4.133892097,5,594
5.333331775,5.375179259,5.713673401,8.802459608,4.968840281,6.350369618,6.900945153,6.617795737,4.733699481,4.479969242,3.946216312,5,595
7.343559448,4.28615702,6.227017426,4.617848939,4.395169257,4.055948983,4.316991313,6.405856563,3.243931578,4.656953105,3.946216312,5,596
7.056384066,5.291408318,6.586358244,4.546923335,4.650134156,3.960348123,4.134594572,5.664069453,3.567794166,4.833936968,4.60308156,6,597
5.10359147,5.319331965,4.532982143,4.688774544,4.798863681,3.960348123,4.499388055,4.975267136,4.280291858,3.949017654,4.415405775,6,598
7.515864677,5.347255612,5.919011011,4.830625753,4.883851981,4.533953282,4.256192399,6.723765325,2.984841508,5.246899314,3.946216312,6,599
4.931286241,7.162292678,4.994991766,4.688774544,5.011334431,4.151549843,4.286591856,4.710343168,4.668926963,3.890023033,4.60308156,6,600
7.803040059,4.621240786,6.278351829,4.759700148,4.650134156,4.629554142,4.65138534,7.041674086,3.632566683,4.420974621,3.664702635,4,601
4.644110859,6.715514323,3.608962897,5.043402567,4.862604906,4.055948983,4.012996744,5.399145485,4.928017033,4.184996138,3.946216312,6,602
7.803040059,4.621240786,6.278351829,4.759700148,4.650134156,4.629554142,4.65138534,7.041674086,3.632566683,4.420974621,3.664702635,5,603
4.988721317,5.291408318,4.27631013,5.25617938,5.181311031,4.820755861,5.502570134,5.876008627,4.085974306,4.774942347,3.758540527,6,604
4.988721317,5.403102906,4.27631013,5.043402567,4.947593206,4.055948983,4.316991313,5.876008627,4.992789551,4.597958484,3.85237842,6,605
5.620507157,4.342004314,6.073014219,6.461914658,4.671381231,4.438352422,4.195393486,5.293175897,5.187107103,5.777850902,6.667515195,6,606
5.275896699,4.732935375,5.713673401,5.539881799,5.096322731,5.967966179,5.168176108,5.77003904,4.992789551,4.243990759,5.072271022,7,607
6.022552692,5.682339378,5.508335791,6.816542681,5.47877008,4.533953282,5.563369048,8.101369958,5.057562068,4.892931589,4.97843313,6,608
